id,x,y
1202,-382.576,-63.763
1203,-361.322,-63.763
1204,-340.068,-63.763
1205,-318.814,-63.763
1206,-297.559,-63.763
1207,-276.305,-63.763
1208,-255.051,-63.763
1209,-233.797,-63.763
1210,-212.542,-63.763
1211,-191.288,-63.763
1212,-170.034,-63.763
1213,-148.78,-63.763
1214,-127.525,-63.763
1215,-106.271,-63.763
1216,-85.017,-63.763
1217,-63.763,-63.763
1218,63.763,-63.763
1219,85.017,-63.763
1220,106.271,-63.763
1221,127.525,-63.763
1222,148.78,-63.763
1223,170.034,-63.763
1224,191.288,-63.763
1225,212.542,-63.763
1226,233.797,-63.763
1227,255.051,-63.763
1228,276.305,-63.763
1229,297.559,-63.763
1230,318.814,-63.763
1231,340.068,-63.763
1232,361.322,-63.763
1233,382.576,-63.763
1234,403.831,-63.763
1235,425.085,-63.763
1236,446.339,-63.763
1237,467.593,-63.763
1238,488.847,-63.763
1239,510.102,-63.763
1240,531.356,-63.763
1241,552.61,-63.763
1242,573.864,-63.763
1243,595.119,-63.763
1244,616.373,-63.763
1245,-616.373,-42.508
1246,-595.119,-42.508
1247,-573.864,-42.508
1248,-552.61,-42.508
1249,-531.356,-42.508
1250,-510.102,-42.508
1251,-488.847,-42.508
1252,-467.593,-42.508
1253,-446.339,-42.508
1254,-425.085,-42.508
1255,-403.831,-42.508
1256,-382.576,-42.508
1257,-361.322,-42.508
1258,-340.068,-42.508
1259,-318.814,-42.508
1260,-297.559,-42.508
1261,-276.305,-42.508
1262,-255.051,-42.508
1263,-233.797,-42.508
1264,-212.542,-42.508
1265,-191.288,-42.508
1266,-170.034,-42.508
1267,-148.78,-42.508
1268,-127.525,-42.508
1269,-106.271,-42.508
1270,-85.017,-42.508
1271,106.271,-42.508
1272,127.525,-42.508
1273,148.78,-42.508
1274,170.034,-42.508
1275,191.288,-42.508
1276,212.542,-42.508
1277,233.797,-42.508
1278,255.051,-42.508
1279,276.305,-42.508
1280,297.559,-42.508
1281,318.814,-42.508
1282,340.068,-42.508
1283,361.322,-42.508
1284,382.576,-42.508
1285,403.831,-42.508
1286,425.085,-42.508
1287,446.339,-42.508
1288,467.593,-42.508
1289,488.847,-42.508
1290,510.102,-42.508
1291,531.356,-42.508
1292,552.61,-42.508
1293,573.864,-42.508
1294,595.119,-42.508
1295,616.373,-42.508
1296,-616.373,-21.254
1297,-595.119,-21.254
1298,-573.864,-21.254
1299,-552.61,-21.254
1300,-531.356,-21.254
1301,-510.102,-21.254
1302,-488.847,-21.254
1303,-467.593,-21.254
1304,-446.339,-21.254
1305,-425.085,-21.254
1306,-403.831,-21.254
1307,-382.576,-21.254
1308,-361.322,-21.254
1309,-340.068,-21.254
1310,-318.814,-21.254
1311,-297.559,-21.254
1312,-276.305,-21.254
1313,-255.051,-21.254
1314,-233.797,-21.254
1315,-212.542,-21.254
1316,-191.288,-21.254
1317,-170.034,-21.254
1318,-148.78,-21.254
1319,-127.525,-21.254
1320,-106.271,-21.254
1321,-85.017,-21.254
1322,127.525,-21.254
1323,148.78,-21.254
1324,170.034,-21.254
1325,191.288,-21.254
1326,212.542,-21.254
1327,233.797,-21.254
1328,255.051,-21.254
1329,276.305,-21.254
1330,297.559,-21.254
1331,318.814,-21.254
1332,340.068,-21.254
1333,361.322,-21.254
1334,382.576,-21.254
1335,403.831,-21.254
1336,425.085,-21.254
1337,446.339,-21.254
1338,467.593,-21.254
1339,488.847,-21.254
1340,510.102,-21.254
1341,531.356,-21.254
1342,552.61,-21.254
1343,573.864,-21.254
1344,595.119,-21.254
1345,616.373,-21.254
1346,-616.373,0
1347,-595.119,0
1348,-573.864,0
1349,-552.61,0
1350,-531.356,0
1351,-510.102,0
1352,-488.847,0
1353,-467.593,0
1354,-446.339,0
1355,-425.085,0
1356,-403.831,0
1357,-382.576,0
1358,-361.322,0
1359,-340.068,0
1360,-318.814,0
1361,-297.559,0
1362,-276.305,0
1363,-255.051,0
1364,-233.797,0
1365,-212.542,0
1366,-191.288,0
1367,-170.034,0
1368,-148.78,0
1369,-127.525,0
1370,-106.271,0
1371,-85.017,0
1372,127.525,0
1373,148.78,0
1374,170.034,0
1375,191.288,0
1376,212.542,0
1377,233.797,0
1378,255.051,0
1379,276.305,0
1380,297.559,0
1381,318.814,0
1382,340.068,0
1383,361.322,0
1384,382.576,0
1385,403.831,0
1386,425.085,0
1387,446.339,0
1388,467.593,0
1389,488.847,0
1390,510.102,0
1391,531.356,0
1392,552.61,0
1393,573.864,0
1394,595.119,0
1395,616.373,0
1396,-616.373,21.254
1397,-595.119,21.254
1398,-573.864,21.254
1399,-552.61,21.254
1400,-531.356,21.254
1401,-510.102,21.254
1402,-488.847,21.254
1403,-467.593,21.254
1404,-446.339,21.254
1405,-425.085,21.254
1406,-403.831,21.254
1407,-382.576,21.254
1408,-361.322,21.254
1409,-340.068,21.254
1410,-318.814,21.254
1411,-297.559,21.254
1412,-276.305,21.254
1413,-255.051,21.254
1414,-233.797,21.254
1415,-212.542,21.254
1416,-191.288,21.254
1417,-170.034,21.254
1418,-148.78,21.254
1419,-127.525,21.254
1420,-106.271,21.254
1421,-85.017,21.254
1422,127.525,21.254
1423,148.78,21.254
1424,170.034,21.254
1425,191.288,21.254
1426,212.542,21.254
1427,233.797,21.254
1428,255.051,21.254
1429,276.305,21.254
1430,297.559,21.254
1431,318.814,21.254
1432,340.068,21.254
1433,361.322,21.254
1434,382.576,21.254
1435,403.831,21.254
1436,425.085,21.254
1437,446.339,21.254
1438,467.593,21.254
1439,488.847,21.254
1440,510.102,21.254
1441,531.356,21.254
1442,552.61,21.254
1443,573.864,21.254
1444,595.119,21.254
1445,616.373,21.254
1446,-616.373,42.508
1447,-595.119,42.508
1448,-573.864,42.508
1449,-552.61,42.508
1450,-531.356,42.508
1451,-510.102,42.508
1452,-488.847,42.508
1453,-467.593,42.508
1454,-446.339,42.508
1455,-425.085,42.508
1456,-403.831,42.508
1457,-382.576,42.508
1458,-361.322,42.508
1459,-340.068,42.508
1460,-318.814,42.508
1461,-297.559,42.508
1462,-276.305,42.508
1463,-255.051,42.508
1464,-233.797,42.508
1465,-212.542,42.508
1466,-191.288,42.508
1467,-170.034,42.508
1468,-148.78,42.508
1469,-127.525,42.508
1470,-106.271,42.508
1471,-85.017,42.508
1472,106.271,42.508
1473,127.525,42.508
1474,148.78,42.508
1475,170.034,42.508
1476,191.288,42.508
1477,212.542,42.508
1478,233.797,42.508
1479,255.051,42.508
1480,276.305,42.508
1481,297.559,42.508
1482,318.814,42.508
1483,340.068,42.508
1484,361.322,42.508
1485,382.576,42.508
1486,403.831,42.508
1487,425.085,42.508
1488,446.339,42.508
1489,467.593,42.508
1490,488.847,42.508
1491,510.102,42.508
1492,531.356,42.508
1493,552.61,42.508
1494,573.864,42.508
1495,595.119,42.508
1496,616.373,42.508
1497,-616.373,63.763
1498,-595.119,63.763
1499,-573.864,63.763
1500,-552.61,63.763
1501,-531.356,63.763
1502,-510.102,63.763
1503,-488.847,63.763
1504,-467.593,63.763
1505,-446.339,63.763
1506,-425.085,63.763
1507,-403.831,63.763
1508,-382.576,63.763
1509,-361.322,63.763
1510,-340.068,63.763
1511,-318.814,63.763
1512,-297.559,63.763
1513,-276.305,63.763
1514,-255.051,63.763
1515,-233.797,63.763
1516,-212.542,63.763
1517,-191.288,63.763
1518,-170.034,63.763
1519,-148.78,63.763
1520,-127.525,63.763
1521,-106.271,63.763
1522,-85.017,63.763
1523,-63.763,63.763
1524,63.763,63.763
1525,85.017,63.763
1526,106.271,63.763
1527,127.525,63.763
1528,148.78,63.763
1529,170.034,63.763
1530,191.288,63.763
1531,212.542,63.763
1532,233.797,63.763
1533,255.051,63.763
1534,276.305,63.763
1535,297.559,63.763
1536,318.814,63.763
1537,340.068,63.763
1538,361.322,63.763
1539,382.576,63.763
1540,403.831,63.763
1541,425.085,63.763
1542,446.339,63.763
1543,467.593,63.763
1544,488.847,63.763
1545,510.102,63.763
1546,531.356,63.763
1547,552.61,63.763
1548,573.864,63.763
1549,595.119,63.763
1550,616.373,63.763
1551,-616.373,85.017
1552,-595.119,85.017
1553,-573.864,85.017
1554,-552.61,85.017
1555,-531.356,85.017
1556,-510.102,85.017
1557,-488.847,85.017
1558,-467.593,85.017
1559,-446.339,85.017
1560,-425.085,85.017
1561,-403.831,85.017
1562,-382.576,85.017
1563,-361.322,85.017
1564,-340.068,85.017
1565,-318.814,85.017
1566,-297.559,85.017
1567,-276.305,85.017
1568,-255.051,85.017
1569,-233.797,85.017
1570,-212.542,85.017
1571,-191.288,85.017
1572,-170.034,85.017
1573,-148.78,85.017
1574,-127.525,85.017
1575,-106.271,85.017
1576,-85.017,85.017
1577,-63.763,85.017
1578,-42.508,85.017
1579,-21.254,85.017
1580,0,85.017
1581,21.254,85.017
1582,42.508,85.017
1583,63.763,85.017
1584,85.017,85.017
1585,106.271,85.017
1586,127.525,85.017
1587,148.78,85.017
1588,170.034,85.017
1589,191.288,85.017
1590,212.542,85.017
1591,233.797,85.017
1592,255.051,85.017
1593,276.305,85.017
1594,297.559,85.017
1595,318.814,85.017
1596,340.068,85.017
1597,361.322,85.017
1598,382.576,85.017
1599,403.831,85.017
1600,425.085,85.017
1601,446.339,85.017
1602,467.593,85.017
1603,488.847,85.017
1604,510.102,85.017
1605,531.356,85.017
1606,552.61,85.017
1607,573.864,85.017
1608,595.119,85.017
1609,616.373,85.017
1610,-616.373,106.271
1611,-595.119,106.271
1612,-573.864,106.271
1613,-552.61,106.271
1614,-531.356,106.271
1615,-510.102,106.271
1616,-488.847,106.271
1617,-467.593,106.271
1618,-446.339,106.271
1619,-425.085,106.271
1620,-403.831,106.271
1621,-382.576,106.271
1622,-361.322,106.271
1623,-340.068,106.271
1624,-318.814,106.271
1625,-297.559,106.271
1626,-276.305,106.271
1627,-255.051,106.271
1628,-233.797,106.271
1629,-212.542,106.271
1630,-191.288,106.271
1631,-170.034,106.271
1632,-148.78,106.271
1633,-127.525,106.271
1634,-106.271,106.271
1635,-85.017,106.271
1636,-63.763,106.271
1637,-42.508,106.271
1638,-21.254,106.271
1639,0,106.271
1640,21.254,106.271
1641,42.508,106.271
1642,63.763,106.271
1643,85.017,106.271
1644,106.271,106.271
1645,127.525,106.271
1646,148.78,106.271
1647,170.034,106.271
1648,191.288,106.271
1649,212.542,106.271
1650,233.797,106.271
1651,255.051,106.271
1652,276.305,106.271
1653,297.559,106.271
1654,318.814,106.271
1655,340.068,106.271
1656,361.322,106.271
1657,382.576,106.271
1658,403.831,106.271
1659,425.085,106.271
1660,446.339,106.271
1661,467.593,106.271
1662,488.847,106.271
1663,510.102,106.271
1664,531.356,106.271
1665,552.61,106.271
1666,573.864,106.271
1667,595.119,106.271
1668,616.373,106.271
1669,-616.373,127.525
1670,-595.119,127.525
1671,-573.864,127.525
1672,-552.61,127.525
1673,-531.356,127.525
1674,-510.102,127.525
1675,-488.847,127.525
1676,-467.593,127.525
1677,-446.339,127.525
1678,-425.085,127.525
1679,-403.831,127.525
1680,-382.576,127.525
1681,-361.322,127.525
1682,-340.068,127.525
1683,-318.814,127.525
1684,-297.559,127.525
1685,-276.305,127.525
1686,-255.051,127.525
1687,-233.797,127.525
1688,-212.542,127.525
1689,-191.288,127.525
1690,-170.034,127.525
1691,-148.78,127.525
1692,-127.525,127.525
1693,-106.271,127.525
1694,-85.017,127.525
1695,-63.763,127.525
1696,-42.508,127.525
1697,-21.254,127.525
1698,0,127.525
1699,21.254,127.525
1700,42.508,127.525
1701,63.763,127.525
1702,85.017,127.525
1703,106.271,127.525
1704,127.525,127.525
1705,148.78,127.525
1706,170.034,127.525
1707,191.288,127.525
1708,212.542,127.525
1709,233.797,127.525
1710,255.051,127.525
1711,276.305,127.525
1712,297.559,127.525
1713,318.814,127.525
1714,340.068,127.525
1715,361.322,127.525
1716,382.576,127.525
1717,403.831,127.525
1718,425.085,127.525
1719,446.339,127.525
1720,467.593,127.525
1721,488.847,127.525
1722,510.102,127.525
1723,531.356,127.525
1724,552.61,127.525
1725,573.864,127.525
1726,595.119,127.525
1727,616.373,127.525
1728,-616.373,148.78
1729,-595.119,148.78
1730,-573.864,148.78
1731,-552.61,148.78
1732,-531.356,148.78
1733,-510.102,148.78
1734,-488.847,148.78
1735,-467.593,148.78
1736,-446.339,148.78
1737,-425.085,148.78
1738,-403.831,148.78
1739,-382.576,148.78
1740,-361.322,148.78
1741,-340.068,148.78
1742,-318.814,148.78
1743,-297.559,148.78
1744,-276.305,148.78
1745,-255.051,148.78
1746,-233.797,148.78
1747,-212.542,148.78
1748,-191.288,148.78
1749,-170.034,148.78
1750,-148.78,148.78
1751,-127.525,148.78
1752,-106.271,148.78
1753,-85.017,148.78
1754,-63.763,148.78
1755,-42.508,148.78
1756,-21.254,148.78
1757,0,148.78
1758,21.254,148.78
1759,42.508,148.78
1760,63.763,148.78
1761,85.017,148.78
1762,106.271,148.78
1763,127.525,148.78
1764,148.78,148.78
1765,170.034,148.78
1766,191.288,148.78
1767,212.542,148.78
1768,233.797,148.78
1769,255.051,148.78
1770,276.305,148.78
1771,297.559,148.78
1772,318.814,148.78
1773,340.068,148.78
1774,361.322,148.78
1775,382.576,148.78
1776,403.831,148.78
1777,425.085,148.78
1778,446.339,148.78
1779,467.593,148.78
1780,488.847,148.78
1781,510.102,148.78
1782,531.356,148.78
1783,552.61,148.78
1784,573.864,148.78
1785,595.119,148.78
1786,616.373,148.78
1787,-616.373,170.034
1788,-595.119,170.034
1789,-573.864,170.034
1790,-552.61,170.034
1791,-531.356,170.034
1792,-510.102,170.034
1793,-488.847,170.034
1794,-467.593,170.034
1795,-446.339,170.034
1796,-425.085,170.034
1797,-403.831,170.034
1798,-382.576,170.034
1799,-361.322,170.034
1800,-340.068,170.034
1801,-318.814,170.034
1802,-297.559,170.034
1803,-276.305,170.034
1804,-255.051,170.034
1805,-233.797,170.034
1806,-212.542,170.034
1807,-191.288,170.034
1808,-170.034,170.034
1809,-148.78,170.034
1810,-127.525,170.034
1811,-106.271,170.034
1812,-85.017,170.034
1813,-63.763,170.034
1814,-42.508,170.034
1815,-21.254,170.034
1816,0,170.034
1817,21.254,170.034
1818,42.508,170.034
1819,63.763,170.034
1820,85.017,170.034
1821,106.271,170.034
1822,127.525,170.034
1823,148.78,170.034
1824,170.034,170.034
1825,191.288,170.034
1826,212.542,170.034
1827,233.797,170.034
1828,255.051,170.034
1829,276.305,170.034
1830,297.559,170.034
1831,318.814,170.034
1832,340.068,170.034
1833,361.322,170.034
1834,382.576,170.034
1835,403.831,170.034
1836,425.085,170.034
1837,446.339,170.034
1838,467.593,170.034
1839,488.847,170.034
1840,510.102,170.034
1841,531.356,170.034
1842,552.61,170.034
1843,573.864,170.034
1844,595.119,170.034
1845,616.373,170.034
1846,-595.119,191.288
1847,-573.864,191.288
1848,-552.61,191.288
1849,-531.356,191.288
1850,-510.102,191.288
1851,-488.847,191.288
1852,-467.593,191.288
1853,-446.339,191.288
1854,-425.085,191.288
1855,-403.831,191.288
1856,-382.576,191.288
1857,-361.322,191.288
1858,-340.068,191.288
1859,-318.814,191.288
1860,-297.559,191.288
1861,-276.305,191.288
1862,-255.051,191.288
1863,-233.797,191.288
1864,-212.542,191.288
1865,-191.288,191.288
1866,-170.034,191.288
1867,-148.78,191.288
1868,-127.525,191.288
1869,-106.271,191.288
1870,-85.017,191.288
1871,-63.763,191.288
1872,-42.508,191.288
1873,-21.254,191.288
1874,0,191.288
1875,21.254,191.288
1876,42.508,191.288
1877,63.763,191.288
1878,85.017,191.288
1879,106.271,191.288
1880,127.525,191.288
1881,148.78,191.288
1882,170.034,191.288
1883,191.288,191.288
1884,212.542,191.288
1885,233.797,191.288
1886,255.051,191.288
1887,276.305,191.288
1888,297.559,191.288
1889,318.814,191.288
1890,340.068,191.288
1891,361.322,191.288
1892,382.576,191.288
1893,403.831,191.288
1894,425.085,191.288
1895,446.339,191.288
1896,467.593,191.288
1897,488.847,191.288
1898,510.102,191.288
1899,531.356,191.288
1900,552.61,191.288
1901,573.864,191.288
1902,595.119,191.288
1903,-595.119,212.542
1904,-573.864,212.542
1905,-552.61,212.542
1906,-531.356,212.542
1907,-510.102,212.542
1908,-488.847,212.542
1909,-467.593,212.542
1910,-446.339,212.542
1911,-425.085,212.542
1912,-403.831,212.542
1913,-382.576,212.542
1914,-361.322,212.542
1915,-340.068,212.542
1916,-318.814,212.542
1917,-297.559,212.542
1918,-276.305,212.542
1919,-255.051,212.542
1920,-233.797,212.542
1921,-212.542,212.542
1922,-191.288,212.542
1923,-170.034,212.542
1924,-148.78,212.542
1925,-127.525,212.542
1926,-106.271,212.542
1927,-85.017,212.542
1928,-63.763,212.542
1929,-42.508,212.542
1930,-21.254,212.542
1931,0,212.542
1932,21.254,212.542
1933,42.508,212.542
1934,63.763,212.542
1935,85.017,212.542
1936,106.271,212.542
1937,127.525,212.542
1938,148.78,212.542
1939,170.034,212.542
1940,191.288,212.542
1941,212.542,212.542
1942,233.797,212.542
1943,255.051,212.542
1944,276.305,212.542
1945,297.559,212.542
1946,318.814,212.542
1947,340.068,212.542
1948,361.322,212.542
1949,382.576,212.542
1950,403.831,212.542
1951,425.085,212.542
1952,446.339,212.542
1953,467.593,212.542
1954,488.847,212.542
1955,510.102,212.542
1956,531.356,212.542
1957,552.61,212.542
1958,573.864,212.542
1959,595.119,212.542
1960,-573.864,233.797
1961,-552.61,233.797
1962,-531.356,233.797
1963,-510.102,233.797
1964,-488.847,233.797
1965,-467.593,233.797
1966,-446.339,233.797
1967,-425.085,233.797
1968,-403.831,233.797
1969,-382.576,233.797
1970,-361.322,233.797
1971,-340.068,233.797
1972,-318.814,233.797
1973,-297.559,233.797
1974,-276.305,233.797
1975,-255.051,233.797
1976,-233.797,233.797
1977,-212.542,233.797
1978,-191.288,233.797
1979,-170.034,233.797
1980,-148.78,233.797
1981,-127.525,233.797
1982,-106.271,233.797
1983,-85.017,233.797
1984,-63.763,233.797
1985,-42.508,233.797
1986,-21.254,233.797
1987,0,233.797
1988,21.254,233.797
1989,42.508,233.797
1990,63.763,233.797
1991,85.017,233.797
1992,106.271,233.797
1993,127.525,233.797
1994,148.78,233.797
1995,170.034,233.797
1996,191.288,233.797
1997,212.542,233.797
1998,233.797,233.797
1999,255.051,233.797
2000,276.305,233.797
2001,297.559,233.797
2002,318.814,233.797
2003,340.068,233.797
2004,361.322,233.797
2005,382.576,233.797
2006,403.831,233.797
2007,425.085,233.797
2008,446.339,233.797
2009,467.593,233.797
2010,488.847,233.797
2011,510.102,233.797
2012,531.356,233.797
2013,552.61,233.797
2014,573.864,233.797
2015,-573.864,255.051
2016,-552.61,255.051
2017,-531.356,255.051
2018,-510.102,255.051
2019,-488.847,255.051
2020,-467.593,255.051
2021,-446.339,255.051
2022,-425.085,255.051
2023,-403.831,255.051
2024,-382.576,255.051
2025,-361.322,255.051
2026,-340.068,255.051
2027,-318.814,255.051
2028,-297.559,255.051
2029,-276.305,255.051
2030,-255.051,255.051
2031,-233.797,255.051
2032,-212.542,255.051
2033,-191.288,255.051
2034,-170.034,255.051
2035,-148.78,255.051
2036,-127.525,255.051
2037,-106.271,255.051
2038,-85.017,255.051
2039,-63.763,255.051
2040,-42.508,255.051
2041,-21.254,255.051
2042,0,255.051
2043,21.254,255.051
2044,42.508,255.051
2045,63.763,255.051
2046,85.017,255.051
2047,106.271,255.051
2048,127.525,255.051
2049,148.78,255.051
2050,170.034,255.051
2051,191.288,255.051
2052,212.542,255.051
2053,233.797,255.051
2054,255.051,255.051
2055,276.305,255.051
2056,297.559,255.051
2057,318.814,255.051
2058,340.068,255.051
2059,361.322,255.051
2060,382.576,255.051
2061,403.831,255.051
2062,425.085,255.051
2063,446.339,255.051
2064,467.593,255.051
2065,488.847,255.051
2066,510.102,255.051
2067,531.356,255.051
2068,552.61,255.051
2069,573.864,255.051
2070,-552.61,276.305
2071,-531.356,276.305
2072,-510.102,276.305
2073,-488.847,276.305
2074,-467.593,276.305
2075,-446.339,276.305
2076,-425.085,276.305
2077,-403.831,276.305
2078,-382.576,276.305
2079,-361.322,276.305
2080,-340.068,276.305
2081,-318.814,276.305
2082,-297.559,276.305
2083,-276.305,276.305
2084,-255.051,276.305
2085,-233.797,276.305
2086,-212.542,276.305
2087,-191.288,276.305
2088,-170.034,276.305
2089,-148.78,276.305
2090,-127.525,276.305
2091,-106.271,276.305
2092,-85.017,276.305
2093,-63.763,276.305
2094,-42.508,276.305
2095,-21.254,276.305
2096,0,276.305
2097,21.254,276.305
2098,42.508,276.305
2099,63.763,276.305
2100,85.017,276.305
2101,106.271,276.305
2102,127.525,276.305
2103,148.78,276.305
2104,170.034,276.305
2105,191.288,276.305
2106,212.542,276.305
2107,233.797,276.305
2108,255.051,276.305
2109,276.305,276.305
2110,297.559,276.305
2111,318.814,276.305
2112,340.068,276.305
2113,361.322,276.305
2114,382.576,276.305
2115,403.831,276.305
2116,425.085,276.305
2117,446.339,276.305
2118,467.593,276.305
2119,488.847,276.305
2120,510.102,276.305
2121,531.356,276.305
2122,552.61,276.305
2123,-531.356,297.559
2124,-510.102,297.559
2125,-488.847,297.559
2126,-467.593,297.559
2127,-446.339,297.559
2128,-425.085,297.559
2129,-403.831,297.559
2130,-382.576,297.559
2131,-361.322,297.559
2132,-340.068,297.559
2133,-318.814,297.559
2134,-297.559,297.559
2135,-276.305,297.559
2136,-255.051,297.559
2137,-233.797,297.559
2138,-212.542,297.559
2139,-191.288,297.559
2140,-170.034,297.559
2141,-148.78,297.559
2142,-127.525,297.559
2143,-106.271,297.559
2144,-85.017,297.559
2145,-63.763,297.559
2146,-42.508,297.559
2147,-21.254,297.559
2148,0,297.559
2149,21.254,297.559
2150,42.508,297.559
2151,63.763,297.559
2152,85.017,297.559
2153,106.271,297.559
2154,127.525,297.559
2155,148.78,297.559
2156,170.034,297.559
2157,191.288,297.559
2158,212.542,297.559
2159,233.797,297.559
2160,255.051,297.559
2161,276.305,297.559
2162,297.559,297.559
2163,318.814,297.559
2164,340.068,297.559
2165,361.322,297.559
2166,382.576,297.559
2167,403.831,297.559
2168,425.085,297.559
2169,446.339,297.559
2170,467.593,297.559
2171,488.847,297.559
2172,510.102,297.559
2173,531.356,297.559
2174,-531.356,318.814
2175,-510.102,318.814
2176,-488.847,318.814
2177,-467.593,318.814
2178,-446.339,318.814
2179,-425.085,318.814
2180,-403.831,318.814
2181,-382.576,318.814
2182,-361.322,318.814
2183,-340.068,318.814
2184,-318.814,318.814
2185,-297.559,318.814
2186,-276.305,318.814
2187,-255.051,318.814
2188,-233.797,318.814
2189,-212.542,318.814
2190,-191.288,318.814
2191,-170.034,318.814
2192,-148.78,318.814
2193,-127.525,318.814
2194,-106.271,318.814
2195,-85.017,318.814
2196,-63.763,318.814
2197,-42.508,318.814
2198,-21.254,318.814
2199,0,318.814
2200,21.254,318.814
2201,42.508,318.814
2202,63.763,318.814
2203,85.017,318.814
2204,106.271,318.814
2205,127.525,318.814
2206,148.78,318.814
2207,170.034,318.814
2208,191.288,318.814
2209,212.542,318.814
2210,233.797,318.814
2211,255.051,318.814
2212,276.305,318.814
2213,297.559,318.814
2214,318.814,318.814
2215,340.068,318.814
2216,361.322,318.814
2217,382.576,318.814
2218,403.831,318.814
2219,425.085,318.814
2220,446.339,318.814
2221,467.593,318.814
2222,488.847,318.814
2223,510.102,318.814
2224,531.356,318.814
2225,-510.102,340.068
2226,-488.847,340.068
2227,-467.593,340.068
2228,-446.339,340.068
2229,-425.085,340.068
2230,-403.831,340.068
2231,-382.576,340.068
2232,-361.322,340.068
2233,-340.068,340.068
2234,-318.814,340.068
2235,-297.559,340.068
2236,-276.305,340.068
2237,-255.051,340.068
2238,-233.797,340.068
2239,-212.542,340.068
2240,-191.288,340.068
2241,-170.034,340.068
2242,-148.78,340.068
2243,-127.525,340.068
2244,-106.271,340.068
2245,-85.017,340.068
2246,-63.763,340.068
2247,-42.508,340.068
2248,-21.254,340.068
2249,0,340.068
2250,21.254,340.068
2251,42.508,340.068
2252,63.763,340.068
2253,85.017,340.068
2254,106.271,340.068
2255,127.525,340.068
2256,148.78,340.068
2257,170.034,340.068
2258,191.288,340.068
2259,212.542,340.068
2260,233.797,340.068
2261,255.051,340.068
2262,276.305,340.068
2263,297.559,340.068
2264,318.814,340.068
2265,340.068,340.068
2266,361.322,340.068
2267,382.576,340.068
2268,403.831,340.068
2269,425.085,340.068
2270,446.339,340.068
2271,467.593,340.068
2272,488.847,340.068
2273,510.102,340.068
2274,-510.102,361.322
2275,-488.847,361.322
2276,-467.593,361.322
2277,-446.339,361.322
2278,-425.085,361.322
2279,-403.831,361.322
2280,-382.576,361.322
2281,-361.322,361.322
2282,-340.068,361.322
2283,-318.814,361.322
2284,-297.559,361.322
2285,-276.305,361.322
2286,-255.051,361.322
2287,-233.797,361.322
2288,-212.542,361.322
2289,-191.288,361.322
2290,-170.034,361.322
2291,-148.78,361.322
2292,-127.525,361.322
2293,-106.271,361.322
2294,-85.017,361.322
2295,-63.763,361.322
2296,-42.508,361.322
2297,-21.254,361.322
2298,0,361.322
2299,21.254,361.322
2300,42.508,361.322
2301,63.763,361.322
2302,85.017,361.322
2303,106.271,361.322
2304,127.525,361.322
2305,148.78,361.322
2306,170.034,361.322
2307,191.288,361.322
2308,212.542,361.322
2309,233.797,361.322
2310,255.051,361.322
2311,276.305,361.322
2312,297.559,361.322
2313,318.814,361.322
2314,340.068,361.322
2315,361.322,361.322
2316,382.576,361.322
2317,403.831,361.322
2318,425.085,361.322
2319,446.339,361.322
2320,467.593,361.322
2321,488.847,361.322
2322,510.102,361.322
2323,-488.847,382.576
2324,-467.593,382.576
2325,-446.339,382.576
2326,-425.085,382.576
2327,-403.831,382.576
2328,-382.576,382.576
2329,-361.322,382.576
2330,-340.068,382.576
2331,-318.814,382.576
2332,-297.559,382.576
2333,-276.305,382.576
2334,-255.051,382.576
2335,-233.797,382.576
2336,-212.542,382.576
2337,-191.288,382.576
2338,-170.034,382.576
2339,-148.78,382.576
2340,-127.525,382.576
2341,-106.271,382.576
2342,-85.017,382.576
2343,-63.763,382.576
2344,-42.508,382.576
2345,-21.254,382.576
2346,0,382.576
2347,21.254,382.576
2348,42.508,382.576
2349,63.763,382.576
2350,85.017,382.576
2351,106.271,382.576
2352,127.525,382.576
2353,148.78,382.576
2354,170.034,382.576
2355,191.288,382.576
2356,212.542,382.576
2357,233.797,382.576
2358,255.051,382.576
2359,276.305,382.576
2360,297.559,382.576
2361,318.814,382.576
2362,340.068,382.576
2363,361.322,382.576
2364,382.576,382.576
2365,403.831,382.576
2366,425.085,382.576
2367,446.339,382.576
2368,467.593,382.576
2369,488.847,382.576
2370,-488.847,403.831
2371,-467.593,403.831
2372,-446.339,403.831
2373,-425.085,403.831
2374,-403.831,403.831
2375,-382.576,403.831
2376,-361.322,403.831
2377,-340.068,403.831
2378,-318.814,403.831
2379,-297.559,403.831
2380,-276.305,403.831
2381,-255.051,403.831
2382,-233.797,403.831
2383,-212.542,403.831
2384,-191.288,403.831
2385,-170.034,403.831
2386,-148.78,403.831
2387,-127.525,403.831
2388,-106.271,403.831
2389,-85.017,403.831
2390,-63.763,403.831
2391,-42.508,403.831
2392,-21.254,403.831
2393,0,403.831
2394,21.254,403.831
2395,42.508,403.831
2396,63.763,403.831
2397,85.017,403.831
2398,106.271,403.831
2399,127.525,403.831
2400,148.78,403.831
2401,170.034,403.831
2402,191.288,403.831
2403,212.542,403.831
2404,233.797,403.831
2405,255.051,403.831
2406,276.305,403.831
2407,297.559,403.831
2408,318.814,403.831
2409,340.068,403.831
2410,361.322,403.831
2411,382.576,403.831
2412,403.831,403.831
2413,425.085,403.831
2414,446.339,403.831
2415,467.593,403.831
2416,488.847,403.831
2417,-467.593,425.085
